3.61,113.62,0.000719335180055
4.22,113.763733333,0.00253721596191
4.82,113.897005037,0.00565681378207
5.42,114.016536157,0.0101586746091
6.03,114.123201099,0.0162136780146
6.63,114.218309523,0.0239461113998
7.23,114.303103016,0.0324730140532
7.84,114.378698813,0.0411574711272
8.44,114.446094401,0.0495579169607
9.04,114.266179263,0.0553982007354
9.64,114.032279759,0.0560847839038
10.25,113.813492821,0.050646284619
10.85,113.617006672,0.0383193100971
11.45,113.44163444,0.0194279531409
12.05,113.285257792,-0.00272744904489
12.65,113.145840193,-0.0255273005618
13.26,113.021545363,-0.0467704904414
13.86,112.910733328,-0.0646406903865
14.46,112.811941609,-0.078577718381
15.06,112.483866311,-0.0911385887053
15.67,112.117878307,-0.104298658953
16.27,111.781331158,-0.119748526535
16.87,111.479858827,-0.138856152814
17.47,111.69088878,-0.158206746235
18.07,110.506000666,-0.183400845647
18.68,109.084654527,-0.218530016366
19.28,107.739874807,-0.267492552131
19.88,106.52346946,-0.335216127137
20.49,105.436570756,-0.426704719837
21.09,104.467232314,-0.528279230213
21.69,103.64299518,-0.629968504357
22.29,102.920410565,-0.722666784342
22.89,102.917917271,-0.79234821439
23.49,102.591934716,-0.834950882597
24.1,102.169454091,-0.854696942924
24.7,101.814396343,-0.854389109628
25.3,101.467534386,-0.839386223636
25.9,100.987399467,-0.821393505058
26.5,100.508825393,-0.803267935577
27.11,98.9951124718,-0.795974525591
27.71,98.3938621442,-0.800452611703
28.31,96.7822794145,-0.824307404233
28.92,94.9687141516,-0.870231717767
29.52,93.0192793759,-0.941754881165
30.12,91.1882169731,-1.03193236019
30.72,89.5427845122,-1.14369870175
31.32,88.0740263626,-1.26246476746
31.92,86.7643384435,-1.37695979489
32.52,85.5966834699,-1.47797785532
33.13,84.4356848382,-1.56012389605
33.73,83.2438744236,-1.6192683778
34.33,82.1394652925,-1.65948303825
34.93,80.9090109511,-1.68633598585
35.53,79.7377133887,-1.70550702791
36.14,78.6830986647,-1.71973793002
36.74,77.7414351792,-1.72978597712
37.34,76.9017164398,-1.73544684808
37.95,76.1530579068,-1.73351519459
38.55,75.4856061069,-1.72202715627
39.15,75.0105555352,-1.6996137673
39.75,74.5037862808,-1.66661423528
40.35,73.7803682762,-1.62598336092
40.95,72.9375085521,-1.58243831697
41.55,72.2584518771,-1.53925822986
42.15,71.3231582046,-1.50285322462
42.75,70.3832713374,-1.47603432159
43.35,69.1705356468,-1.46047856414
43.96,68.0970341005,-1.45555640144
44.55,67.0410529476,-1.46152493234
45.16,66.0658103512,-1.4736686555
45.76,65.191637862,-1.48854197998
46.36,64.4116324185,-1.5007972435
46.96,63.7161460487,-1.50737351942
47.56,61.1760896692,-1.5190848897
48.16,59.2835587284,-1.53989189262
48.76,57.5682449522,-1.57622773119
49.36,55.9950808201,-1.63432722133
49.96,53.3864350738,-1.7206322019
50.56,51.6524029963,-1.81347465514
51.16,50.3490547247,-1.90706639464
51.76,48.2609484989,-1.99988123761
52.36,46.1100734197,-2.08649314654
52.96,45.3521354463,-2.14950406151
53.56,42.3982816346,-2.21311408119
54.16,39.0068513188,-2.28780588685
54.76,35.8775005342,-2.37257406731
55.36,33.0728368311,-2.47602702928
55.96,30.3703472438,-2.61379567391
56.56,27.8994716858,-2.75940719732
57.16,25.688034259,-2.89675902239
57.77,23.5152832928,-3.018352368
