2.56,0.0,0.0,0,0
3.21,0.0,0.0,0,0
3.86,0.0,0.0,0,0
4.51,0.0,0.0,0,0
5.16,0.0,0.0,0,0
5.81,0.0,0.0,0,0
6.45,0.0,0.0,0,0
7.1,0.0,0.0,0,0
7.74,0.0,0.0,0,0
8.39,0.0,0.0,0,0
9.04,0.0,0.0,0,0
9.69,0.0,0.0,0,0
10.41,0.0,0.0,0,0
11.06,0.0,0.0,0,0
11.7,0.0,0.0,0,0
12.34,0.0,0.0,0,0
12.99,0.0,0.0,0,0
13.63,0.0,0.0,0,0
14.28,0.0,0.0,0,0
14.92,0.0,0.0,0,0
15.6,0.0,0.0,0,0
16.32,0.0,0.0,0,0
17.07,0.0,0.0,0,0
17.82,0.0,0.0,0,0
18.52,0.0,0.0,0,0
19.26,0.0,0.0,0,0
19.93,0.0,0.0,0,0
20.62,0.0,0.0,0,0
21.3,0.0,0.0,0,0
22.0,0.0,0.0,0,0
22.69,0.0,0.0,0,0
23.39,0.0,0.0,0,0
24.11,0.0,0.0,0,0
24.79,0.0,0.0,0,0
25.5,0.0,0.0,0,0
26.21,0.0,0.0,0,0
26.9,0.0,0.0,0,0
27.57,0.0,0.0,0,0
28.26,0.0,0.0,0,0
28.93,0.0,0.0,0,0
29.63,0.0,0.0,0,0
30.31,0.0,0.0,0,0
31.02,0.0,0.0,0,0
31.73,0.0,0.0,0,0
32.46,0.0,0.0,0,0
33.16,0.0,0.0,0,0
33.86,0.0,0.0,0,0
34.54,0.0,0.0,0,0
35.2,0.0,0.0,0,0
35.88,0.0,0.0,0,0
36.56,0.0,0.0,0,0
37.28,0.0,0.0,0,0
38.04,0.0,0.0,0,0
38.73,0.0,0.0,0,0
39.47,0.0,0.0,0,0
40.15,0.0,0.0,0,0
40.83,0.0,0.0,0,0
41.53,0.0,0.0,0,0
42.25,0.0,0.0,0,0
42.95,0.0,0.0,0,0
43.64,0.0,0.0,0,0
44.35,0.0,0.0,0,0
45.07,0.0,0.0,0,0
45.75,0.0,0.0,0,0
46.47,0.0,0.0,0,0
47.17,0.0,0.0,0,0
47.92,0.0,0.0,0,0
48.63,0.0,0.0,0,0
49.32,0.0,0.0,0,0
50.04,0.0,0.0,0,0
50.78,0.0,0.0,0,0
51.51,0.0,0.0,0,0
52.23,0.0,0.0,0,0
52.96,0.0,0.0,0,0
53.67,0.0,0.0,0,0
54.36,0.0,0.0,0,0
55.04,0.0,0.0,0,0
55.74,0.0,0.0,0,0
56.44,0.0,0.0,0,0
57.16,0.0,0.0,0,0
57.87,0.0,0.0,0,0
58.58,0.0,0.0,0,0
59.28,0.0,0.0,0,0
60.0,0.0,0.0,0,0
60.72,0.0,0.0,0,0
61.38,0.0,0.0,0,0
62.14,0.0,0.0,0,0
62.86,0.0,0.0,0,0
63.56,0.0,0.0,0,0
64.25,0.0,0.0,0,0
64.96,0.0,0.0,0,0
65.68,0.0,0.0,0,0
66.37,0.0,0.0,0,0
67.08,0.0,0.0,0,0
67.76,0.0,0.0,0,0
68.46,0.0,0.0,0,0
69.21,0.0,0.0,0,0
69.93,0.0,0.0,0,0
70.61,0.0,0.0,0,0
