2.42,-70.5,0.0
3.02,-70.5,0.0
3.62,-70.5,0.0
4.23,-70.5,0.0
4.83,-70.5,0.0
5.43,-70.5,0.0
6.04,-70.5,0.0
6.64,-70.5,0.0
7.25,-70.5,0.0
7.85,-70.5,0.0
8.46,-70.5,0.0
9.06,-70.5,0.0
9.67,-70.5,0.0
10.27,-70.5,0.0
10.87,-70.5,0.0
11.48,-70.5,0.0
12.08,-70.5,0.0
12.68,-70.5,0.0
13.29,-70.5,0.0
13.89,-70.5,0.0
14.49,-70.5,0.0
15.1,-70.5,0.0
15.7,-70.5,0.0
16.31,-70.5,0.0
16.91,-70.5,0.0
17.52,-70.5,0.0
18.12,-70.5,0.0
18.72,-70.5,0.0
19.32,-70.5,0.0
19.93,-70.5,0.0
20.53,-70.5,0.0
21.13,-70.5,0.0
21.74,-70.5,0.0
22.34,-70.5,0.0
22.94,-70.5,0.0
23.55,-70.5,0.0
24.15,-70.5,0.0
24.76,-70.5,0.0
25.36,-70.5,0.0
25.97,-70.5,0.0
26.58,-70.5,0.0
27.18,-70.5,0.0
27.79,-70.5,0.0
28.39,-70.5,0.0
29.0,-70.5,0.0
29.6,-70.5,0.0
30.2,-70.5,0.0
30.8,-70.5,0.0
31.41,-70.5,0.0
32.01,-70.5,0.0
32.61,-70.5,0.0
33.23,-70.5,0.0
33.85,-70.5,0.0
34.46,-70.5,0.0
35.06,-70.5,0.0
35.67,-70.5,0.0
36.28,-70.5,0.0
36.88,-70.5,0.0
37.49,-70.5,0.0
38.1,-70.5,0.0
38.71,-70.5,0.0
39.31,-70.5,0.0
39.92,-70.5,0.0
40.52,-70.5,0.0
41.13,-70.5,0.0
41.74,-70.5,0.0
42.34,-70.5,0.0
42.95,-70.5,0.0
43.56,-70.5,0.0
44.17,-70.5,0.0
44.77,-70.5,0.0
45.37,-70.5,0.0
45.98,-70.5,0.0
46.58,-70.5,0.0
47.19,-70.5,0.0
47.79,-70.5,0.0
48.4,-70.5,0.0
49.0,-70.5,0.0
49.6,-70.5,0.0
50.22,-70.5,0.0
50.83,-70.5,0.0
51.43,-70.5,0.0
52.03,-70.5,0.0
52.64,-70.5,0.0
53.24,-70.5,0.0
53.84,-70.5,0.0
54.45,-70.5,0.0
55.05,-70.5,0.0
55.66,-70.5,0.0
56.26,-70.5,0.0
56.86,-70.5,0.0
57.47,-70.5,0.0
58.07,-70.5,0.0
58.67,-70.5,0.0
59.28,-70.5,0.0
59.88,-70.5,0.0
60.49,-70.5,0.0
61.09,-70.5,0.0
61.69,-70.5,0.0
62.3,-70.5,0.0
62.9,-70.5,0.0
63.51,-70.5,0.0
64.11,-70.5,0.0
64.71,-70.5,0.0
65.32,-70.5,0.0
65.92,-70.5,0.0
66.53,-70.5,0.0
67.13,-70.5,0.0
67.74,-70.5,0.0
68.34,-70.5,0.0
68.95,-70.5,0.0
69.55,-70.5,0.0
70.15,-70.5,0.0
70.76,-70.5,0.0
71.36,-70.5,0.0
71.97,-70.5,0.0
72.58,-70.5,0.0
73.18,-70.5,0.0
73.78,-70.5,0.0
74.39,-70.5,0.0
74.99,-70.5,0.0
75.59,-70.5,0.0
76.2,-70.5,0.0
76.8,-70.5,0.0
77.41,-70.5,0.0
78.02,-70.5,0.0
78.62,-70.5,0.0
79.23,-70.5,0.0
79.83,-70.5,0.0
80.43,-70.5,0.0
81.04,-70.5,0.0
81.64,-70.5,0.0
82.24,-70.5,0.0
82.85,-70.5,0.0
83.45,-70.5,0.0
84.06,-70.5,0.0
84.66,-70.5,0.0
85.27,-70.5,0.0
85.87,-70.5,0.0
86.48,-70.5,0.0
87.08,-70.5,0.0
87.68,-70.5,0.0
88.28,-70.5,0.0
88.89,-70.5,0.0
89.49,-70.5,0.0
90.09,-70.5,0.0
90.7,-70.5,0.0
91.3,-70.5,0.0
91.9,-70.5,0.0
92.51,-70.5,0.0
93.11,-70.5,0.0
93.72,-70.5,0.0
94.32,-70.5,0.0
94.93,-70.5,0.0
95.53,-70.5,0.0
96.14,-70.5,0.0
96.76,-70.5,0.0
97.36,-70.5,0.0
97.97,-70.5,0.0
98.57,-70.5,0.0
99.17,-70.5,0.0
99.78,-70.5,0.0
100.38,-70.5,0.0
100.99,-70.5,0.0
101.59,-70.5,0.0
102.2,-70.5,0.0
102.8,-70.5,0.0
103.41,-70.5,0.0
104.01,-70.5,0.0
104.61,-70.5,0.0
105.22,-70.5,0.0
105.82,-70.5,0.0
106.42,-70.5,0.0
107.03,-70.5,0.0
107.65,-70.5,0.0
108.26,-70.5,0.0
108.86,-70.5,0.0
109.47,-70.5,0.0
110.08,-70.5,0.0
110.68,-70.5,0.0
111.29,-70.5,0.0
111.89,-70.5,0.0
112.49,-70.5,0.0
113.1,-70.5,0.0
113.7,-70.5,0.0
114.31,-70.5,0.0
114.91,-70.5,0.0
115.52,-70.5,0.0
116.12,-70.5,0.0
116.72,-70.5,0.0
117.33,-70.5,0.0
117.93,-70.5,0.0
118.54,-70.5,0.0
119.14,-70.5,0.0
119.74,-70.5,0.0
120.36,-70.5,0.0
120.96,-70.5,0.0
121.57,-70.5,0.0
122.17,-70.5,0.0
122.78,-70.5,0.0
123.38,-70.5,0.0
123.99,-70.5,0.0
124.61,-70.5,0.0
125.23,-70.5,0.0
125.84,-70.5,0.0
126.46,-70.5,0.0
127.08,-70.5,0.0
127.68,-70.5,0.0
128.29,-70.5,0.0
128.9,-70.5,0.0
129.51,-70.5,0.0
130.11,-70.5,0.0
130.72,-70.5,0.0
131.33,-70.5,0.0
131.94,-70.5,0.0
132.54,-70.5,0.0
133.14,-70.5,0.0
133.75,-70.5,0.0
134.35,-70.5,0.0
134.96,-70.5,0.0
135.56,-70.5,0.0
136.17,-70.5,0.0
136.77,-70.5,0.0
137.38,-70.5,0.0
137.98,-70.5,0.0
138.58,-70.5,0.0
139.2,-70.5,0.0
139.81,-70.5,0.0
140.41,-70.5,0.0
141.02,-70.5,0.0
141.62,-70.5,0.0
142.23,-70.5,0.0
142.83,-70.5,0.0
143.43,-70.5,0.0
144.04,-70.5,0.0
144.64,-70.5,0.0
145.24,-70.5,0.0
145.85,-70.5,0.0
146.45,-70.5,0.0
147.06,-70.5,0.0
147.66,-70.5,0.0
148.26,-70.5,0.0
148.87,-70.5,0.0
149.48,-70.5,0.0
150.08,-70.5,0.0
150.69,-70.5,0.0
151.29,-70.5,0.0
151.9,-70.5,0.0
152.5,-70.5,0.0
153.11,-70.5,0.0
153.72,-70.5,0.0
154.32,-70.5,0.0
154.92,-70.5,0.0
155.53,-70.5,0.0
156.13,-70.5,0.0
156.74,-70.5,0.0
157.34,-70.5,0.0
157.94,-70.5,0.0
158.55,-70.5,0.0
159.15,-70.5,0.0
159.76,-70.5,0.0
160.36,-70.5,0.0
160.96,-70.5,0.0
161.57,-70.5,0.0
162.17,-70.5,0.0
162.78,-70.5,0.0
163.38,-70.5,0.0
163.98,-70.5,0.0
164.59,-70.5,0.0
165.2,-70.5,0.0
165.81,-70.5,0.0
166.41,-70.5,0.0
167.02,-70.5,0.0
167.63,-70.5,0.0
168.24,-70.5,0.0
168.84,-70.5,0.0
169.45,-70.5,0.0
170.06,-70.5,0.0
170.66,-70.5,0.0
171.27,-70.5,0.0
171.87,-70.5,0.0
172.47,-70.5,0.0
173.09,-70.5,0.0
173.7,-70.5,0.0
174.32,-70.5,0.0
174.94,-70.5,0.0
175.55,-70.5,0.0
176.15,-70.5,0.0
176.75,-70.5,0.0
177.36,-70.5,0.0
177.97,-70.5,0.0
178.57,-70.5,0.0
179.18,-70.5,0.0
179.79,-70.5,0.0
180.39,-70.5,0.0
180.99,-70.5,0.0
181.6,-70.5,0.0
182.2,-70.5,0.0
182.81,-70.5,0.0
183.41,-70.5,0.0
184.01,-70.5,0.0
184.62,-70.5,0.0
185.22,-70.5,0.0
185.83,-70.5,0.0
186.43,-70.5,0.0
187.03,-70.5,0.0
187.64,-70.5,0.0
188.24,-70.5,0.0
188.85,-70.5,0.0
189.45,-70.5,0.0
190.05,-70.5,0.0
190.66,-70.5,0.0
191.26,-70.5,0.0
191.87,-70.5,0.0
192.47,-70.5,0.0
193.08,-70.5,0.0
193.68,-70.5,0.0
194.3,-70.5,0.0
194.92,-70.5,0.0
195.53,-70.5,0.0
196.14,-70.5,0.0
196.74,-70.5,0.0
197.35,-70.5,0.0
197.95,-70.5,0.0
198.56,-70.5,0.0
199.16,-70.5,0.0
199.76,-70.5,0.0
200.37,-70.5,0.0
200.97,-70.5,0.0
