2.67,0.0,0.0,0,0
3.42,0.0,0.0,0,0
4.07,0.0,0.0,0,0
4.74,0.0,0.0,0,0
5.42,0.0,0.0,0,0
6.07,0.0,0.0,0,0
6.74,0.0,0.0,0,0
7.36,0.0,0.0,0,0
7.98,0.0,0.0,0,0
8.61,0.0,0.0,0,0
9.23,0.0,0.0,0,0
9.86,0.0,0.0,0,0
10.49,0.0,0.0,0,0
11.11,0.0,0.0,0,0
11.74,0.0,0.0,0,0
12.37,0.0,0.0,0,0
13.03,0.0,0.0,0,0
13.7,0.0,0.0,0,0
14.33,0.0,0.0,0,0
14.96,0.0,0.0,0,0
15.59,0.0,0.0,0,0
16.23,0.0,0.0,0,0
16.85,0.0,0.0,0,0
17.49,0.0,0.0,0,0
18.11,0.0,0.0,0,0
18.75,0.0,0.0,0,0
19.38,0.0,0.0,0,0
20.01,0.0,0.0,0,0
20.63,0.0,0.0,0,0
21.27,0.0,0.0,0,0
21.9,0.0,0.0,0,0
22.53,0.0,0.0,0,0
23.17,0.0,0.0,0,0
23.82,0.0,0.0,0,0
24.45,0.0,0.0,0,0
25.08,0.0,0.0,0,0
25.71,0.0,0.0,0,0
26.35,0.0,0.0,0,0
26.98,0.0,0.0,0,0
27.61,0.0,0.0,0,0
28.24,0.0,0.0,0,0
28.88,0.0,0.0,0,0
29.51,0.0,0.0,0,0
30.14,0.0,0.0,0,0
30.78,0.0,0.0,0,0
31.41,0.0,0.0,0,0
32.04,0.0,0.0,0,0
32.68,0.0,0.0,0,0
33.31,0.0,0.0,0,0
33.97,0.0,0.0,0,0
34.6,0.0,0.0,0,0
35.24,0.0,0.0,0,0
35.86,0.0,0.0,0,0
36.49,0.0,0.0,0,0
37.12,0.0,0.0,0,0
37.75,0.0,0.0,0,0
38.38,0.0,0.0,0,0
39.01,0.0,0.0,0,0
39.64,0.0,0.0,0,0
40.28,0.0,0.0,0,0
40.91,0.0,0.0,0,0
41.54,0.0,0.0,0,0
42.17,0.0,0.0,0,0
42.81,0.0,0.0,0,0
43.44,0.0,0.0,0,0
44.07,0.0,0.0,0,0
44.7,0.0,0.0,0,0
45.33,0.0,0.0,0,0
45.96,0.0,0.0,0,0
46.58,0.0,0.0,0,0
47.22,0.0,0.0,0,0
47.85,0.0,0.0,0,0
48.48,0.0,0.0,0,0
49.11,0.0,0.0,0,0
49.73,0.0,0.0,0,0
50.37,0.0,0.0,0,0
51.0,0.0,0.0,0,0
51.63,0.0,0.0,0,0
52.26,0.0,0.0,0,0
52.89,0.0,0.0,0,0
53.52,0.0,0.0,0,0
54.15,0.0,0.0,0,0
54.78,0.0,0.0,0,0
55.41,0.0,0.0,0,0
56.04,0.0,0.0,0,0
56.67,0.0,0.0,0,0
57.3,0.0,0.0,0,0
57.94,0.0,0.0,0,0
58.56,0.0,0.0,0,0
59.2,0.0,0.0,0,0
59.82,0.0,0.0,0,0
60.46,0.0,0.0,0,0
61.09,0.0,0.0,0,0
61.72,0.0,0.0,0,0
62.35,0.0,0.0,0,0
62.99,0.0,0.0,0,0
63.61,0.0,0.0,0,0
64.24,0.0,0.0,0,0
64.87,0.0,0.0,0,0
65.51,0.0,0.0,0,0
66.13,0.0,0.0,0,0
66.77,0.0,0.0,0,0
67.4,0.0,0.0,0,0
68.03,0.0,0.0,0,0
68.66,0.0,0.0,0,0
69.29,0.0,0.0,0,0
69.92,0.0,0.0,0,0
70.56,0.0,0.0,0,0
71.18,0.0,0.0,0,0
71.82,0.0,0.0,0,0
72.45,0.0,0.0,0,0
73.08,0.0,0.0,0,0
73.71,0.0,0.0,0,0
74.34,0.0,0.0,0,0
